label,text,token
1, ready for doing  business today  smiling_face_with_open_mouth_and_smiling_eyes    see no evil_monkey   tiredashell  coffeecoffeecoffee  morecoffee       ,"['ready', 'business', 'today', 'smiling_face_with_open_mouth_and_smiling_eyes', 'see', 'evil_monkey', 'tiredashell', 'coffeecoffeecoffee', 'morecoffee']"
0,i dont understand tlist as i dont read inamorata i only read inamorato lmao  sorry or prob  lol,"['dont', 'understand', 'tlist', 'dont', 'read', 'inamorata', 'read', 'inamorato', 'lmao', 'sorry', 'prob', 'lol']"
1,she did two marijuanas and look what happened  don't  legalizeit   merica () ,"['two', 'marijuana', 'look', 'happened', 'legalizeit', 'merica']"
1,     slaying in igloo australia's home country lol  rt    nicki is slaying new zealand! ,"['slaying', 'igloo', 'australia', 'home', 'country', 'lol', 'rt', 'nicki', 'slaying', 'new', 'zealand']"
0,"see, this is why you shouldn't use version control!   notjustwordpress      ","['see', 'use', 'version', 'control', 'notjustwordpress']"
1,"less than 5 hours sleep, fantastic   grinning_face_with_smiling_eyes ","['le', '5', 'hour', 'sleep', 'fantastic', 'grinning_face_with_smiling_eyes']"
0, wesay yar her date was good  winking_face  i guess she(in first meeting)wanted to b seen with a girl or smth(in hindsight i found her mashkook),"['wesay', 'yar', 'date', 'good', 'winking_face', 'guess', 'first', 'meeting', 'wanted', 'b', 'seen', 'girl', 'smth', 'hindsight', 'found', 'mashkook']"
0," sorry, missed off my  tag from the end of my tweet","['sorry', 'missed', 'tag', 'end', 'tweet']"
1,i love it when adults act like children      eyeroll,"['love', 'adult', 'act', 'like', 'child', 'eyeroll']"
1,"i feel faint after chasing a whippet and lily, libby, gabby, millie the cats who were playing chase in the garden  aintitfun !!  notfun","['feel', 'faint', 'chasing', 'whippet', 'lily', 'libby', 'gabby', 'millie', 'cat', 'playing', 'chase', 'garden', 'aintitfun', 'notfun']"
0, adorable little white tiger ,"['adorable', 'little', 'white', 'tiger']"
1,i asked god to protect me from my enemies a long time ago    short after i started losing friends  or  naah,"['asked', 'god', 'protect', 'enemy', 'long', 'time', 'ago', 'short', 'started', 'losing', 'friend', 'naah']"
1, aren't humans the ones who are playing the sport? ,"['human', 'one', 'playing', 'sport']"
0,       not now guys finals  hundred_points_symbol ,"['guy', 'final', 'hundred_points_symbol']"
1,"k should give us a famous bf, some fan need an entertainment apparently ","['k', 'give', 'u', 'famous', 'bf', 'fan', 'need', 'entertainment', 'apparently']"
1, that'll work      hellbefiredinelevenmonths,"['work', 'hellbefiredinelevenmonths']"
0,didnt have no time to wake and bake this mornin  winnin  pouting_face  face_with_no_good_gesture ,"['didnt', 'time', 'wake', 'bake', 'mornin', 'winnin', 'pouting_face', 'face_with_no_good_gesture']"
1,"awake this early on my only day off before christmas   feeling ill banging head, bunged up, shivering    just what i need!!!! ","['awake', 'early', 'day', 'christmas', 'feeling', 'ill', 'banging', 'head', 'bunged', 'shivering', 'need']"
0,it's beginning to look a lot like christmas!  timetodecorate  tistheseason ,"['beginning', 'look', 'lot', 'like', 'christmas', 'timetodecorate', 'tistheseason']"
1,"sony studio bosses to employees  don't worry, we'll be fine  i know i'd feel better   ","['sony', 'studio', 'boss', 'employee', 'worry', 'fine', 'know', 'feel', 'better']"
1,  i bet those fairways and greens rival the work of  ,"['bet', 'fairway', 'green', 'rival', 'work']"
1, haha quite right mate! they coonty workers have got it aff easy al tell ye! oot here workin like a hamilton accie  man_with_turban    face_with_tears_of_joy  face_with_tears_of_joy ,"['haha', 'quite', 'right', 'mate', 'coonty', 'worker', 'got', 'aff', 'easy', 'al', 'tell', 'ye', 'oot', 'workin', 'like', 'hamilton', 'accie', 'man_with_turban', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
1,"lifes like a bird, its pretty cute until it craps on your head   gharwapsi  72hoursofcrazy  poweroffive  lol   anticonversionlaw","['life', 'like', 'bird', 'pretty', 'cute', 'crap', 'head', 'gharwapsi', '72hoursofcrazy', 'poweroffive', 'lol', 'anticonversionlaw']"
1,"   this is shallow af, stop discriminating eyes, all eyes are beautiful  ","['shallow', 'af', 'stop', 'discriminating', 'eye', 'eye', 'beautiful']"
1, mk1 shadow shift was so much fun   ,"['mk1', 'shadow', 'shift', 'much', 'fun']"
0, pierce had 34  what's wrong with 36?,"['pierce', '34', 'wrong', '36']"
0,"when we stop accepting crumbs in the name of love, only then we can equally appreciate the silence of solitude   festivity of loving ","['stop', 'accepting', 'crumb', 'name', 'love', 'equally', 'appreciate', 'silence', 'solitude', 'festivity', 'loving']"
0,god bless whoever came up with the idea of making coloureds bruh  not cape colourds thou,"['god', 'bless', 'whoever', 'came', 'idea', 'making', 'coloureds', 'bruh', 'cape', 'colourds', 'thou']"
0,new  hiphop music      crack music    jerseycity  nj  ny  birthofawinner,"['new', 'hiphop', 'music', 'crack', 'music', 'jerseycity', 'nj', 'ny', 'birthofawinner']"
0,saturday selfies miss you guys   jessica101xxx mark8  face_throwing_a_kiss  face_throwing_a_kiss  face_throwing_a_kiss  face_throwing_a_kiss kiss each and one    ,"['saturday', 'selfies', 'miss', 'guy', 'jessica101xxx', 'mark8', 'face_throwing_a_kiss', 'face_throwing_a_kiss', 'face_throwing_a_kiss', 'face_throwing_a_kiss', 'kiss', 'one']"
0," if you're loving this game, we've got a few desserts you might enjoy   turnovers  orevsfsu even arby's is talking smack to fsu","['loving', 'game', 'got', 'dessert', 'might', 'enjoy', 'turnover', 'orevsfsu', 'even', 'arby', 'talking', 'smack', 'fsu']"
0,exactly 1 year ago today! (via   ,"['exactly', '1', 'year', 'ago', 'today', 'via']"
0,it was a greaaaat night!  white_smiling_face   grinning_face_with_smiling_eyes ,"['greaaaat', 'night', 'white_smiling_face', 'grinning_face_with_smiling_eyes']"
0, i wonder if they have that in an audio book   ,"['wonder', 'audio', 'book']"
0,queens of the stone age no rock in rio   cias  queensofthestoneage  rockinrio,"['queen', 'stone', 'age', 'rock', 'rio', 'cia', 'queensofthestoneage', 'rockinrio']"
1, wants me to get hit by a bus so she can get a 4 0  bestroomieaward ,"['want', 'get', 'hit', 'bus', 'get', '4', '0', 'bestroomieaward']"
0,hold it bub!         cartoon  comics  funny  jesus ,"['hold', 'bub', 'cartoon', 'comic', 'funny', 'jesus']"
0,unless he's changed        ,"['unless', 'changed']"
0, please follow me  i have a technical question  thanks ,"['please', 'follow', 'technical', 'question', 'thanks']"
0,morelikes_app  necklace  sweet  you  running  inlove  iphoneonly  igers  russia   sm     ,"['morelikes_app', 'necklace', 'sweet', 'running', 'inlove', 'iphoneonly', 'igers', 'russia', 'sm']"
0," no im not mate, yea good pretty much there so shud b gd nxt week bit sore to kneel down still and twinges sumtimes but ok","['im', 'mate', 'yea', 'good', 'pretty', 'much', 'shud', 'b', 'gd', 'nxt', 'week', 'bit', 'sore', 'kneel', 'still', 'twinge', 'sumtimes', 'ok']"
1,"  when some archers fight with ""supple"" bows the way hoplites fight with stiff spears   archer  hoplite  bow  spear","['archer', 'fight', 'supple', 'bow', 'way', 'hoplites', 'fight', 'stiff', 'spear', 'archer', 'hoplite', 'bow', 'spear']"
0,lol rt  wouldn't surprise me if soldado bangs in a hatrick and we win 0 3 against chelsea tonight    the legend is back,"['lol', 'rt', 'surprise', 'soldado', 'bang', 'hatrick', 'win', '0', '3', 'chelsea', 'tonight', 'legend', 'back']"
0,tonight's family bonding presents a dark quite house playing marco polo with a side of nerf guns  lovemyfam,"['tonight', 'family', 'bonding', 'present', 'dark', 'quite', 'house', 'playing', 'marco', 'polo', 'side', 'nerf', 'gun', 'lovemyfam']"
0, all  u can do beautiful is your  best winning is  important taking part   having fun is what matter's   ),"['u', 'beautiful', 'best', 'winning', 'important', 'taking', 'part', 'fun', 'matter']"
1,so i heard a college dropout is offering a graduate from best college a jawdropping package! ,"['heard', 'college', 'dropout', 'offering', 'graduate', 'best', 'college', 'jawdropping', 'package']"
0, when are you buggering off out of the country,"['buggering', 'country']"
1, amazeballs   superman ,"['amazeballs', 'superman']"
0," i infer that you are besmirching coffee, but that can't be right","['infer', 'besmirching', 'coffee', 'right']"
1, i need a new job so i can read books again  i miss reading  being an english teacher really gets in the way of reading  ,"['need', 'new', 'job', 'read', 'book', 'miss', 'reading', 'english', 'teacher', 'really', 'get', 'way', 'reading']"
1," yep, that's what they say  ","['yep', 'say']"
0, israel  raps  palestinian  u n   draft as ' gimmick '  via ,"['israel', 'rap', 'palestinian', 'u', 'n', 'draft', 'gimmick', 'via']"
1,seeing ppl walking w  crutches makes me really excited for the next 3 weeks of my life ,"['seeing', 'ppl', 'walking', 'w', 'crutch', 'make', 'really', 'excited', 'next', '3', 'week', 'life']"
0,day 39 40  3  novel train   comfortzone  christmastree  nextlevel  buzzkillington  familyguy     via ,"['day', '39', '40', '3', 'novel', 'train', 'comfortzone', 'christmastree', 'nextlevel', 'buzzkillington', 'familyguy', 'via']"
0,running on less than 4 hours of sleep     longnight  longday  sleepy,"['running', 'le', '4', 'hour', 'sleep', 'longnight', 'longday', 'sleepy']"
1, loving how fulham looks like a playoff team   notreally ,"['loving', 'fulham', 'look', 'like', 'playoff', 'team', 'notreally']"
0,count the scars on your soul,"['count', 'scar', 'soul']"
1,big shocker that 2 of 8 called in ,"['big', 'shocker', '2', '8', 'called']"
1,"does the word ""counter productive"" ever mean anything to people when they sit around and dream up ideas to double their wage? ","['word', 'counter', 'productive', 'ever', 'mean', 'anything', 'people', 'sit', 'around', 'dream', 'idea', 'double', 'wage']"
0,check out some things i've been really loving recently during the holiday season! ,"['check', 'thing', 'really', 'loving', 'recently', 'holiday', 'season']"
1,36 hours no food no drink going strong   givemeabrew  person_with_folded_hands  loudly_crying_face  hot_beverage ,"['36', 'hour', 'food', 'drink', 'going', 'strong', 'givemeabrew', 'person_with_folded_hands', 'loudly_crying_face', 'hot_beverage']"
1,another great day on the  ttc  ,"['another', 'great', 'day', 'ttc']"
0, damn  that would have made excellent thing to recount in autobiography  p,"['damn', 'would', 'made', 'excellent', 'thing', 'recount', 'autobiography', 'p']"
1,couldn't agree more! rt  nothing makes me feel more special than receiving an automated dm  ,"['agree', 'rt', 'nothing', 'make', 'feel', 'special', 'receiving', 'automated', 'dm']"
0,"photoset  babaybubblez  aquabreeze  disgustinghotels   all men but lets not forget in the real story,    ","['photoset', 'babaybubblez', 'aquabreeze', 'disgustinghotels', 'men', 'let', 'forget', 'real', 'story']"
1,"thank you to all of the lovely people who come to work sick, or come to eat sick   i appreciate your germs    ","['thank', 'lovely', 'people', 'come', 'work', 'sick', 'come', 'eat', 'sick', 'appreciate', 'germ']"
1,  an e reader would definitely help save my life if someone broke into my house  good call ,"['e', 'reader', 'would', 'definitely', 'help', 'save', 'life', 'someone', 'broke', 'house', 'good', 'call']"
1,"too late, thrown the  ps4 out of the window last night cus i couldn't play  ","['late', 'thrown', 'ps4', 'window', 'last', 'night', 'cu', 'play']"
0,they thought i was gone ! these vegas niggas gone respect me and know i been doing this shit too !   i    ,"['thought', 'gone', 'vega', 'nigga', 'gone', 'respect', 'know', 'shit']"
1," he lost his license not long after, mwahaha  ","['lost', 'license', 'long', 'mwahaha']"
0,stuck in traffic!!!  umbrella_with_rain_drops   high_voltage_sign    mondays  athensbyrain  traffic  ontheroad  ontime?   sisters  coolurstyle    ,"['stuck', 'traffic', 'umbrella_with_rain_drops', 'high_voltage_sign', 'monday', 'athensbyrain', 'traffic', 'ontheroad', 'ontime', 'sister', 'coolurstyle']"
1," he hasn't been diagnosed w  bipolar disorder yet i'm assuming?he needs to ""beat"" his ""hard feeling"" emotions into submission  ","['diagnosed', 'w', 'bipolar', 'disorder', 'yet', 'assuming', 'need', 'beat', 'hard', 'feeling', 'emotion', 'submission']"
0," i hope you know how much we really loved you here in philly  to the greatest shortstop in phillies history, thank you!","['hope', 'know', 'much', 'really', 'loved', 'philly', 'greatest', 'shortstop', 'phillies', 'history', 'thank']"
1,"watching the news being like  ""oh this totally restored my faith in humanity "" ","['watching', 'news', 'like', 'oh', 'totally', 'restored', 'faith', 'humanity']"
1, why not? the house committee has been very informative thus far!!!    uniteblue,"['house', 'committee', 'informative', 'thus', 'far', 'uniteblue']"
1,my favorite dreams are the ones where you wake up covered in tears  ,"['favorite', 'dream', 'one', 'wake', 'covered', 'tear']"
1,had an insomnia cookie and now i can't sleep ,"['insomnia', 'cookie', 'sleep']"
0, how do you like that loss son?,"['like', 'loss', 'son']"
1,you know its a gonna be a good day when your roommate comes in saying she just took her aderol and is about to have an anxiety attack ,"['know', 'gonna', 'good', 'day', 'roommate', 'come', 'saying', 'took', 'aderol', 'anxiety', 'attack']"
1,i'm going to finnish all my homework and get caught up on everything over the break  ,"['going', 'finnish', 'homework', 'get', 'caught', 'everything', 'break']"
0," lebron  james  ' violence  is   the  answer'  lebron james said thursday that ""violence is not the answer and    ","['lebron', 'james', 'violence', 'answer', 'lebron', 'james', 'said', 'thursday', 'violence', 'answer']"
1,pulis is available  will guarantee we stay up ,"['pulis', 'available', 'guarantee', 'stay']"
0, sorry   sorry i always do this     cant  help  it  im  an  asshole  like  that ,"['sorry', 'sorry', 'always', 'cant', 'help', 'im', 'asshole', 'like']"
0,cats are so cute i wish i wasn't allergic  loudly_crying_face  loudly_crying_face ,"['cat', 'cute', 'wish', 'allergic', 'loudly_crying_face', 'loudly_crying_face']"
0, kabhi i'm messier than usual messy wesay  persevering_face  i need chai   i'm resting for last 2 days  may be this is the reason ,"['kabhi', 'messier', 'usual', 'messy', 'wesay', 'persevering_face', 'need', 'chai', 'resting', 'last', '2', 'day', 'may', 'reason']"
0,claybo dawson and i are  's  squadgoals  smiling_face_with_sunglasses ,"['claybo', 'dawson', 'squadgoals', 'smiling_face_with_sunglasses']"
0," email me when you need a friend   always here to chat, i've been there many many times so right with you xx","['email', 'need', 'friend', 'always', 'chat', 'many', 'many', 'time', 'right', 'xx']"
1, my entire body sends sympathies too   i was diagnosed with rheumatoid arthritis 11 yrs ago   yay flare ups!! ,"['entire', 'body', 'sends', 'sympathy', 'diagnosed', 'rheumatoid', 'arthritis', '11', 'yr', 'ago', 'yay', 'flare', 'ups']"
1,love scooping feed bunks before we can feed calves ,"['love', 'scooping', 'feed', 'bunk', 'feed', 'calf']"
0,"do   or do not  there is no try     yoda ""do  do not  try  try again  repeat until you get it right ""    jarroddavis","['try', 'yoda', 'try', 'try', 'repeat', 'get', 'right', 'jarroddavis']"
0, bruhh i just saw a license plate that had the letters fdb  face_with_tears_of_joy ,"['bruhh', 'saw', 'license', 'plate', 'letter', 'fdb', 'face_with_tears_of_joy']"
0,"just in case anyone was wondering, veni vidi vici in spanish is vine vi venc   studybreaks  umdfinalsweek","['case', 'anyone', 'wondering', 'veni', 'vidi', 'vici', 'spanish', 'vine', 'vi', 'venc', 'studybreaks', 'umdfinalsweek']"
1,"honking at me whilst you drive past   so romantic, it makes me want to trace you through your number plate and be with you forever ","['honking', 'whilst', 'drive', 'past', 'romantic', 'make', 'want', 'trace', 'number', 'plate', 'forever']"
0,no  its actually not friday  today we proudly present   sunday !  so    go enjoy your sunday ,"['actually', 'friday', 'today', 'proudly', 'present', 'sunday', 'go', 'enjoy', 'sunday']"
1,few things are more amazingly wonderful than getting up early on a monday morning to start the work week!!!!!!   needmoresleep  sleeping_face  sleeping_symbol  confused_face ,"['thing', 'amazingly', 'wonderful', 'getting', 'early', 'monday', 'morning', 'start', 'work', 'week', 'needmoresleep', 'sleeping_face', 'sleeping_symbol', 'confused_face']"
1,and people start to drink     means fun ,"['people', 'start', 'drink', 'mean', 'fun']"
0, patriots  report  card   grades   half bad  tom brady throws under pressure in the 2nd quarter during sundays ,"['patriot', 'report', 'card', 'grade', 'half', 'bad', 'tom', 'brady', 'throw', 'pressure', '2nd', 'quarter', 'sunday']"
0,"new years eve is generally the most overrated party of the year  it's supposed to be a huge shindig, but usually i'm disappointed ","['new', 'year', 'eve', 'generally', 'overrated', 'party', 'year', 'supposed', 'huge', 'shindig', 'usually', 'disappointed']"
1,i love being unappreciated ,"['love', 'unappreciated']"
0,look!   poulan  chainsaw  new   shopping  chain   saws  start  starting  will  wont,"['look', 'poulan', 'chainsaw', 'new', 'shopping', 'chain', 'saw', 'start', 'starting', 'wont']"
1," because your ""sarcastic""?  ",['sarcastic']
0,it's 8 46 and i'm ready for bed ,"['8', '46', 'ready', 'bed']"
1,ouch that hurt  face_with_tears_of_joy  ,"['ouch', 'hurt', 'face_with_tears_of_joy']"
0, australia    eight  children  killed in australia in  reported  mass  stabbing   via ,"['australia', 'eight', 'child', 'killed', 'australia', 'reported', 'mass', 'stabbing', 'via']"
1,the penguins cancelled their morning skate today   due to icy conditions    butseriouslytheroadsarebad,"['penguin', 'cancelled', 'morning', 'skate', 'today', 'due', 'icy', 'condition', 'butseriouslytheroadsarebad']"
0, bad idea when you climb on the mountain ,"['bad', 'idea', 'climb', 'mountain']"
1,"i love math, i'm so amped for my final like 7 hours from now  i hardly studied for it   ibeendoingintegralssincethe5thgrade   smiling_face_with_open_mouth_and_smiling_eyes  face_with_stuck out_tongue_and_winking_eye  face_with_tears_of_joy  persevering_face  face_with_open_mouth_and_cold_sweat  tired_face  confounded_face ","['love', 'math', 'amped', 'final', 'like', '7', 'hour', 'hardly', 'studied', 'ibeendoingintegralssincethe5thgrade', 'smiling_face_with_open_mouth_and_smiling_eyes', 'face_with_stuck', 'out_tongue_and_winking_eye', 'face_with_tears_of_joy', 'persevering_face', 'face_with_open_mouth_and_cold_sweat', 'tired_face', 'confounded_face']"
1,i'm so afraid  ,['afraid']
0, absolutely shocking that the lamestream media hasn't picked up on this   mediabias  ,"['absolutely', 'shocking', 'lamestream', 'medium', 'picked', 'mediabias']"
0,"not speaking he do not like comedy, it was spoken jokingly  of his assassination that is  funny guys and gals    (2 2)","['speaking', 'like', 'comedy', 'spoken', 'jokingly', 'assassination', 'funny', 'guy', 'gal', '2', '2']"
1,they don't even listen to ur order talk about great customer service  thumbs_down_sign ,"['even', 'listen', 'ur', 'order', 'talk', 'great', 'customer', 'service', 'thumbs_down_sign']"
1,     and what about the blacks you guys they don't know what to do with money ,"['black', 'guy', 'know', 'money']"
1, the day one of him minions was carrying a sign saying my mother was fat was one of mine  ,"['day', 'one', 'minion', 'carrying', 'sign', 'saying', 'mother', 'fat', 'one', 'mine']"
1,i am starting to think uk has a pretty good basketball team  bbn ,"['starting', 'think', 'uk', 'pretty', 'good', 'basketball', 'team', 'bbn']"
1,i just love being told that i wouldn't have gotten hired if my boss knew i was pregnant    ha ,"['love', 'told', 'gotten', 'hired', 'bos', 'knew', 'pregnant', 'ha']"
0,"im aware that nye celebrations are usually laiden with false expectations,i'll just be happy to close the door and kick 2014's arse thru it ","['im', 'aware', 'nye', 'celebration', 'usually', 'laiden', 'false', 'expectation', 'happy', 'close', 'door', 'kick', '2014', 'arse', 'thru']"
1,"  ooh, that looks like so much fun! ","['ooh', 'look', 'like', 'much', 'fun']"
1,i love waking up with migraines   loudly_crying_face ,"['love', 'waking', 'migraine', 'loudly_crying_face']"
0,why is there a hotdog on ,['hotdog']
0,    don't forget  and  (they're as smart   kind as lovely),"['forget', 'smart', 'kind', 'lovely']"
0,taylor wrote a nasty note on my car today   we  are   friends,"['taylor', 'wrote', 'nasty', 'note', 'car', 'today', 'friend']"
1,"     keeping the big channels big, and the little channels irrelevant since 2014    goodjob ","['keeping', 'big', 'channel', 'big', 'little', 'channel', 'irrelevant', 'since', '2014', 'goodjob']"
1,"indian society teaches how ""not to get raped"" rather than ""don't rape""   sadhvi  mufflerman  indias30  rohtak","['indian', 'society', 'teach', 'get', 'raped', 'rather', 'rape', 'sadhvi', 'mufflerman', 'indias30', 'rohtak']"
0,i just saw another person wearing a heavy winter coat with a hood up  encouraging,"['saw', 'another', 'person', 'wearing', 'heavy', 'winter', 'coat', 'hood', 'encouraging']"
1,"hi orgabeh, so we meet again  i think you're my soulmate   smiling_face_with_heart shaped_eyes   zzzzzzz  tired_face    patience","['hi', 'orgabeh', 'meet', 'think', 'soulmate', 'smiling_face_with_heart', 'shaped_eyes', 'zzzzzzz', 'tired_face', 'patience']"
0, nah dude my buddy puked all over steak and shake,"['nah', 'dude', 'buddy', 'puked', 'steak', 'shake']"
1," yes, we officially try that    gamergate","['yes', 'officially', 'try', 'gamergate']"
0,there are two things that need to better  drafting and the players work ethic  that's it ,"['two', 'thing', 'need', 'better', 'drafting', 'player', 'work', 'ethic']"
0,"when someone on a conference call talks about ""housekeeping items""  grrr ","['someone', 'conference', 'call', 'talk', 'housekeeping', 'item', 'grrr']"
1,youre such a great person  ,"['youre', 'great', 'person']"
1,saturday class wee ,"['saturday', 'class', 'wee']"
1, i don't recall dalai lama talking about busty girls and celebs but apart from that     ,"['recall', 'dalai', 'lama', 'talking', 'busty', 'girl', 'celebs', 'apart']"
1,"went off the road this morning as did my english professor , thank you fsu for your concern for commuters   unamused_face ","['went', 'road', 'morning', 'english', 'professor', 'thank', 'fsu', 'concern', 'commuter', 'unamused_face']"
0, how many championships? you trying to say that makes him worth more than saban?,"['many', 'championship', 'trying', 'say', 'make', 'worth', 'saban']"
0, should just relate to her water first amen,"['relate', 'water', 'first', 'amen']"
1, mocking a spiritually precious holiday for millions is just so courageous of you     shameonyou,"['mocking', 'spiritually', 'precious', 'holiday', 'million', 'courageous', 'shameonyou']"
0,got to play w dogs last night! ,"['got', 'play', 'w', 'dog', 'last', 'night']"
0,apparently it's hang up on ashley day smiling_face_with_open_mouth_and_smiling_eyes ,"['apparently', 'hang', 'ashley', 'day', 'smiling_face_with_open_mouth_and_smiling_eyes']"
1," yes, except farage backs the slow genocide of palestinians by israelis using nazi methods ","['yes', 'except', 'farage', 'back', 'slow', 'genocide', 'palestinian', 'israeli', 'using', 'nazi', 'method']"
1,ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it  small cozy wedding it is ,"['ok', 'watching', 'hurt', 'parent', 'kid', 'decide', 'elope', 'definitely', 'make', 'change', 'mind', 'small', 'cozy', 'wedding']"
1, i'm truly at peace ,"['truly', 'peace']"
1,learned to play 3 string notes on the guitar  pro idiot,"['learned', 'play', '3', 'string', 'note', 'guitar', 'pro', 'idiot']"
0,morgan just asked me if i wanted to play a game with him on his xbox  usually i can't even look at it ,"['morgan', 'asked', 'wanted', 'play', 'game', 'xbox', 'usually', 'even', 'look']"
1,"  the more liberal the city, the more class and intelligence it exudes   ","['liberal', 'city', 'class', 'intelligence', 'exudes']"
1,come to jhb to play volleyball on a fake beach   work ,"['come', 'jhb', 'play', 'volleyball', 'fake', 'beach', 'work']"
0,i don't think it's the last time   )  hobbit  onelasttime   cinema  ov  3d  48hfr ,"['think', 'last', 'time', 'hobbit', 'onelasttime', 'cinema', 'ov', '3d', '48hfr']"
1,wow i really have the best luck known to man   smiling_face_with_open_mouth_and_cold_sweat ,"['wow', 'really', 'best', 'luck', 'known', 'man', 'smiling_face_with_open_mouth_and_cold_sweat']"
1,i love running on 3 hours of sleep     ijustwannasleep  confused_face ,"['love', 'running', '3', 'hour', 'sleep', 'ijustwannasleep', 'confused_face']"
1,"there's a reason i don't tell my parents anything, cause i always get the most positive responses ","['reason', 'tell', 'parent', 'anything', 'cause', 'always', 'get', 'positive', 'response']"
0,how could he kill is best friend   a true  friend,"['could', 'kill', 'best', 'friend', 'true', 'friend']"
0,"my dad would have a shotgun ready ""my dad would offer him a beer"" ""my dad would ask him to join his clan""  face_with_tears_of_joy   ","['dad', 'would', 'shotgun', 'ready', 'dad', 'would', 'offer', 'beer', 'dad', 'would', 'ask', 'join', 'clan', 'face_with_tears_of_joy']"
1,imma kill all you sobs! jk  lol   redeye,"['imma', 'kill', 'sob', 'jk', 'lol', 'redeye']"
0,"is your internet a bit slow today? blame a thick, wet, cable  ","['internet', 'bit', 'slow', 'today', 'blame', 'thick', 'wet', 'cable']"
1,omg!  berlin is so fashion!   vscocam ,"['omg', 'berlin', 'fashion', 'vscocam']"
1,   road safety campaign donkey killed by car ,"['road', 'safety', 'campaign', 'donkey', 'killed', 'car']"
1,love games during the week because i don't get to go to sleep until like 1! ,"['love', 'game', 'week', 'get', 'go', 'sleep', 'like', '1']"
0,every story has an end   but in life every ending ia just a new begining   quoteoftheday  lifequotes,"['every', 'story', 'end', 'life', 'every', 'ending', 'ia', 'new', 'begining', 'quoteoftheday', 'lifequotes']"
1,"don't you just love when you say hi to someone in the hallway and they completely ignore you? yeah, i love that too   unamused_face  fisted_hand_sign  ","['love', 'say', 'hi', 'someone', 'hallway', 'completely', 'ignore', 'yeah', 'love', 'unamused_face', 'fisted_hand_sign']"
0,abraham was actually from modern day iraq (ur of the chaldea)  ,"['abraham', 'actually', 'modern', 'day', 'iraq', 'ur', 'chaldea']"
1,rain and sleet hun? yeah i totally want to get dress and go to work  sounds like  fun   iwannagobacktobed,"['rain', 'sleet', 'hun', 'yeah', 'totally', 'want', 'get', 'dress', 'go', 'work', 'sound', 'like', 'fun', 'iwannagobacktobed']"
1, so helpful ,['helpful']
1,"studying up on narcissism  the more i read up, the more i'm afraid i have this disorder!!  centeroftheuniverse ","['studying', 'narcissism', 'read', 'afraid', 'disorder', 'centeroftheuniverse']"
1,i love when i'm taken as a joke   makes me feel so good about myself! ,"['love', 'taken', 'joke', 'make', 'feel', 'good']"
0,playing golf all day 'ery day   perksofbeingold,"['playing', 'golf', 'day', 'ery', 'day', 'perksofbeingold']"
0,comparing  to   atlas    ,"['comparing', 'atlas']"
1, brilliant news for potential young buyers! ,"['brilliant', 'news', 'potential', 'young', 'buyer']"
1,"i guess i'm not sleeping tonight, i didn't want to leave anyways ","['guess', 'sleeping', 'tonight', 'want', 'leave', 'anyways']"
0,i swear   i can  stand little fucking girl  i want to punch her in the fucking face   bitch needs to go home for real  ,"['swear', 'stand', 'little', 'fucking', 'girl', 'want', 'punch', 'fucking', 'face', 'bitch', 'need', 'go', 'home', 'real']"
1,flooded basements are always a fun thing to deal with ,"['flooded', 'basement', 'always', 'fun', 'thing', 'deal']"
1,the two constables    veer pal singh yadav and avnish yadav   did not have any criminal record    ndtv  ,"['two', 'constable', 'veer', 'pal', 'singh', 'yadav', 'avnish', 'yadav', 'criminal', 'record', 'ndtv']"
1,3 hours of sleep is sufficient to tackle this day    timezoneproblems,"['3', 'hour', 'sleep', 'sufficient', 'tackle', 'day', 'timezoneproblems']"
1,  yeah i'm avoiding you by waking up at 6 am my time so by 10 pm i'm exhausted    sucksimissedyou  3,"['yeah', 'avoiding', 'waking', '6', 'time', '10', 'pm', 'exhausted', 'sucksimissedyou', '3']"
1, heh as if  and average work in the same sentence! ,"['heh', 'average', 'work', 'sentence']"
1,why is isis an acronym for words in english? ,"['isi', 'acronym', 'word', 'english']"
1,i'm up early as i need to drive downtown to take a test bright and early this morning  yay!  torontotrafficisfun ,"['early', 'need', 'drive', 'downtown', 'take', 'test', 'bright', 'early', 'morning', 'yay', 'torontotrafficisfun']"
0, but  it8217s  matters   size  style  that  wedding please rt   ,"['it8217s', 'matter', 'size', 'style', 'wedding', 'please', 'rt']"
1,going to go into central for last minute present shopping  soorganised ,"['going', 'go', 'central', 'last', 'minute', 'present', 'shopping', 'soorganised']"
0, is the game,['game']
0," you didn't make enough of a bl t to ullr (god of hunting, skiing, and i assume hockey) ","['make', 'enough', 'bl', 'ullr', 'god', 'hunting', 'skiing', 'assume', 'hockey']"
0,i wish it was january already     not because of school but because i'm having major withdrawals  arrow  fair wtfwasthat,"['wish', 'january', 'already', 'school', 'major', 'withdrawal', 'arrow', 'fair', 'wtfwasthat']"
1,"sorry for being female, i didn't mean to interrupt your perfect little man world   unamused_face  ","['sorry', 'female', 'mean', 'interrupt', 'perfect', 'little', 'man', 'world', 'unamused_face']"
1,isabelle sends me the nicest texts   persevering_face  confounded_face  broken_heart ,"['isabelle', 'sends', 'nicest', 'text', 'persevering_face', 'confounded_face', 'broken_heart']"
